Model_Name,Rating,Ram(GB),ROM(GB),Screen_Size(in CM),Rear_Camera(MP),Front_Camera(MP),Battery(MaH),Processer,Price,Link_Of_Product
vivo T2 5G,4.4,6 , 128,16.21 cm,64,16MP,4500,Snapdragon,"15,999",https://www.flipkart.com/vivo-t2-5g-nitro-blaze-128-gb/p/itma79eb573156a4?pid=MOBGZBFUVZCHW6HU&lid=LSTMOBGZBFUVZCHW6HUXFPFXB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZBFUVZCHW6HU.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
vivo T2 5G,4.3,8 , 128,16.21 cm,64,16MP,4500,Snapdragon,"17,999",https://www.flipkart.com/vivo-t2-5g-velocity-wave-128-gb/p/itma79eb573156a4?pid=MOBGZBFU2GHZTMGN&lid=LSTMOBGZBFU2GHZTMGNEFEQUV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZBFU2GHZTMGN.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
POCO C55,4.2,4 , 64 ,17.04 cm,50MP,5MP,5000,Mediatek,"6,299",https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDWKED3U&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGMXSWFYZYWKTD.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 256,17.07 cm,108MP,5MP,5000,Domestic,"20,949",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRSXZZMMY&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 256,17.07 cm,108MP,5MP,5000,Domestic,"20,861",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ45PS4AQ7BA&lid=LSTMOBGZJ45PS4AQ7BAVDNIED&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZJ45PS4AQ7BA.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 128,17.07 cm,108MP,5MP,5000,Domestic,"19,299",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZFDSJL3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 128,17.07 cm,108MP,5MP,5000,Domestic,"19,419",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNF9EGW4&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGZJ42KHUZZKMN.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
POCO C55,4.2,4 , 64 ,17.04 cm,50MP,5MP,5000,Mediatek,"6,299",https://www.flipkart.com/poco-c55-power-black-64-gb/p/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCALTZQ3D&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=f173e9c5-0e63-4b11-af70-aa3ff0be5c72.MOBGMXSW9PHJVQCA.SEARCH&ppt=None&ppn=None&ssid=0tes8wx0e80000001707474715509&qH=28388ea49f54c5b8
realme 11x 5G,4.4,6 , 128 ,17.07 cm,64MP,8MP,5000,Dimensity,"14,999",https://www.flipkart.com/realme-11x-5g-midnight-black-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2WFP7X8263G&lid=LSTMOBGS2WFP7X8263G7TE3WT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGS2WFP7X8263G.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
POCO M6 5G,4.3,4 , 128 ,17.12 cm,50MP,8MP,5000,Dimensity,"9,499",https://www.flipkart.com/poco-m6-5g-orion-blue-128-gb/p/itm1227ec8698a77?pid=MOBGW9FEDGZ3GAKT&lid=LSTMOBGW9FEDGZ3GAKTOKMUXN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGW9FEDGZ3GAKT.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&iid=en_XmPS9dDh1Ec1Lx8FgktwHw5lWxjo6RH8cxqApQs5UVcRYtcH5WD5wdfCnlBGyvgJFvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&iid=en_XmPS9dDh1Ec1Lx8FgktwHw5lWxjo6RH8cxqApQs5UVei-pKOILxgi8XfOGWvzFkMbsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
POCO M6 5G,4.3,6 , 128 ,17.12 cm,50MP,16MP,5000,Dimensity,"10,499",https://www.flipkart.com/poco-m6-5g-orion-blue-128-gb/p/itmfe2d9e94498f8?pid=MOBGW9FEVTYQKK6M&lid=LSTMOBGW9FEVTYQKK6MGKMRFM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGW9FEVTYQKK6M.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Motorola Edge 40 Neo,4.4,8 , 128,16.64 cm,50MP,32MP,5000,Dimensity,"22,999",https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-128-gb/p/itm122f351a3a2a3?pid=MOBGQFX6K7YQJRSY&lid=LSTMOBGQFX6K7YQJRSY6BK1PK&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGQFX6K7YQJRSY.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 11x 5G,4.3,8 , 128 ,17.07 cm,64MP,8MP,5000,Dimensity,"15,999",https://www.flipkart.com/realme-11x-5g-purple-dawn-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2W3YT99HRJ4&lid=LSTMOBGS2W3YT99HRJ4VRKJQ9&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGS2W3YT99HRJ4.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
vivo T2 Pro 5G,4.5,8 , 128,17.22 cm,64MP,16MP,4600,Dimensity,"23,999",https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-128-gb/p/itm1230688cdef18?pid=MOBGT4RZCFZWHGKT&lid=LSTMOBGT4RZCFZWHGKTC6OIFL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGT4RZCFZWHGKT.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 128,17.02 cm,50MP,16MP,5000,Snapdragon,"25,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGWH8S2HYMNRZM.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SBYXG332N&lid=LSTMOBGWH8SBYXG332NJ3OT7D&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGWH8SBYXG332N.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 128,17.02 cm,50MP,16MP,5000,Snapdragon,"25,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S46ZD2ZGH&lid=LSTMOBGWH8S46ZD2ZGHOFJ8VN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGWH8S46ZD2ZGH.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Motorola G34 5G,4.2,4 , 128,16.51 cm,50MP,16MP,5000,Snapdragon,"10,999",https://www.flipkart.com/motorola-g34-5g-ice-blue-128-gb/p/itm0f6b45af1c0f0?pid=MOBGUFK4ZX2ZHMTQ&lid=LSTMOBGUFK4ZX2ZHMTQPDILZF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGUFK4ZX2ZHMTQ.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
POCO C51,4,4 , 64 ,16.56 cm,8MP,5MP,5000,Helio,"5,499",https://www.flipkart.com/poco-c51-power-black-64-gb/p/itm62bcd2634619e?pid=MOBGZCQFWM5HZHXX&lid=LSTMOBGZCQFWM5HZHXXVV2MKC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGZCQFWM5HZHXX.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
vivo T2 Pro 5G,4.5,8 , 256,17.22 cm,64MP,16MP,4600,Dimensity,"24,999",https://www.flipkart.com/vivo-t2-pro-5g-new-moon-black-256-gb/p/itm1230688cdef18?pid=MOBGT4RZMZFEWDY7&lid=LSTMOBGT4RZMZFEWDY7EEVQUQ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGT4RZMZFEWDY7.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
vivo T2 Pro 5G,4.5,8 , 256,17.22 cm,64MP,16MP,4600,Dimensity,"24,999",https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-256-gb/p/itm1230688cdef18?pid=MOBGT4RZUPKD8HDK&lid=LSTMOBGT4RZUPKD8HDK4QMUBF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGT4RZUPKD8HDK.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
vivo T2 Pro 5G,4.5,8 , 128,17.22 cm,64MP,16MP,4600,Dimensity,"23,999",https://www.flipkart.com/vivo-t2-pro-5g-new-moon-black-128-gb/p/itm1230688cdef18?pid=MOBGT4RZRRET8QQS&lid=LSTMOBGT4RZRRET8QQSIULEMX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGT4RZRRET8QQS.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Motorola g54 5G,4.2,12 , 256 ,16.51 cm,50MP,16MP,6000,Dimensity,"15,999",https://www.flipkart.com/motorola-g54-5g-mint-green-256-gb/p/itm9f608c1154160?pid=MOBGQFX8XGUATGRT&lid=LSTMOBGQFX8XGUATGRTUMNQ7U&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGQFX8XGUATGRT.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Motorola Edge 40 Neo,4.4,8 , 128,16.64 cm,50MP,32MP,5000,Dimensity,"22,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-128-gb/p/itm01cc46d96a79f?pid=MOBGQFX6JGTWFSGD&lid=LSTMOBGQFX6JGTWFSGDTXTCZS&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGQFX6JGTWFSGD.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Apple iPhone 15,4.6,128, 128,15.49 cm,48MP,12MP,A16 ,1,"65,999",https://www.flipkart.com/apple-iphone-15-blue-128-gb/p/itmbf14ef54f645d?pid=MOBGTAGPAQNVFZZY&lid=LSTMOBGTAGPAQNVFZZYSCIIOB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGTAGPAQNVFZZY.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Motorola g84 5G,4.2,12 , 256,16.64 cm,50MP,16MP,5000,Snapdragon,"17,999",https://www.flipkart.com/motorola-g84-5g-midnight-blue-256-gb/p/itm30dd9d1ed8bb8?pid=MOBGQFX68CXMTSGK&lid=LSTMOBGQFX68CXMTSGK7PXRBT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGQFX68CXMTSGK.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Apple iPhone 15,4.6,128, 256,15.49 cm,48MP,12MP,A16 ,1,"65,999",https://www.flipkart.com/apple-iphone-15-pink-128-gb/p/itm7579ed94ca647?pid=MOBGTAGPNMZA5PU5&lid=LSTMOBGTAGPNMZA5PU5O32WJC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGTAGPNMZA5PU5.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
POCO C55,4.2,4 , 64 ,17.04 cm,50MP,5MP,5000,Mediatek,"6,299",https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDWKED3U&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGMXSWFYZYWKTD.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
Infinix SMART 8 HD,4.3,3 , 64 ,16.76 cm,13MP,8MP,5000,T606,"6,399",https://www.flipkart.com/infinix-smart-8-hd-crystal-green-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXGPFUDHYK&lid=LSTMOBGVAPXGPFUDHYKXUDYPL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGVAPXGPFUDHYK.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
POCO C55,4.2,4 , 64 ,17.04 cm,50MP,5MP,5000,Mediatek,"6,299",https://www.flipkart.com/poco-c55-power-black-64-gb/p/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCALTZQ3D&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&iid=5d1a4d85-479d-4d0f-960c-41fd29743b1f.MOBGMXSW9PHJVQCA.SEARCH&ssid=yujp2g9fg00000001707474731147&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 256,17.07 cm,108MP,5MP,5000,Domestic,"20,861",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ45PS4AQ7BA&lid=LSTMOBGZJ45PS4AQ7BAVDNIED&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGZJ45PS4AQ7BA.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
Infinix SMART 8 HD,4.3,3 , 64 ,16.76 cm,13MP,8MP,5000,T606,"6,399",https://www.flipkart.com/infinix-smart-8-hd-timber-black-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX8EG26HZW&lid=LSTMOBGVAPX8EG26HZW7NAQCU&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGVAPX8EG26HZW.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&iid=en_8HJ6Ai74Zx-gDG_86n4pWE5mRlp1f7l-BuSMjmJZuF2Qm3eqPBVKQhxB0dRIfAdFFvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&iid=en_8HJ6Ai74Zx-gDG_86n4pWE5mRlp1f7l-BuSMjmJZuF3Hdc8wYSipZXqJGx4gfZBebsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
Infinix SMART 8 HD,4.3,3 , 64 ,16.76 cm,13MP,8MP,5000,T606,"6,399",https://www.flipkart.com/infinix-smart-8-hd-galaxy-white-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX2VJGYWZP&lid=LSTMOBGVAPX2VJGYWZP0HJ6TW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGVAPX2VJGYWZP.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
Infinix SMART 8 HD,4.3,3 , 64 ,16.76 cm,13MP,8MP,5000,T606,"6,399",https://www.flipkart.com/infinix-smart-8-hd-shiny-gold-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXG4WHFR9M&lid=LSTMOBGVAPXG4WHFR9MJIYCWG&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_54&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGVAPXG4WHFR9M.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 128,17.07 cm,108MP,8MP,5000,Domestic,"19,419",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNF9EGW4&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGZJ42KHUZZKMN.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 128,17.07 cm,108MP,8MP,5000,Domestic,"19,299",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZFDSJL3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGZJ3WM5SGTGVZ.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 128,17.07 cm,108MP,8MP,5000,Domestic,"19,943",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGQR6JSKZRFKUD&lid=LSTMOBGQR6JSKZRFKUDMQXBT3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGQR6JSKZRFKUD.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
Motorola g54 5G,4.2,12 , 256 ,16.51 cm,50MP,16MP,6000,Dimensity,"15,999",https://www.flipkart.com/motorola-g54-5g-midnight-blue-256-gb/p/itmc5db12ebf3198?pid=MOBGQFX88DJDTHYG&lid=LSTMOBGQFX88DJDTHYGROOGII&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGQFX88DJDTHYG.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
POCO M6 Pro 5G,4.3,8 , 256 ,17.25 cm,50MP,8MP,5000,Snapdragon,"12,999",https://www.flipkart.com/poco-m6-pro-5g-power-black-256-gb/p/itme40c1e1538153?pid=MOBGVGDQ5MV3HPEZ&lid=LSTMOBGVGDQ5MV3HPEZ6BAJSL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGVGDQ5MV3HPEZ.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
POCO C55,4.2,6 , 128 ,17.04 cm,50MP,5MP,5000,Mediatek,"7,299",https://www.flipkart.com/poco-c55-cool-blue-128-gb/p/itm26aca9fd143ba?pid=MOBGMXSWJHRVUWFE&lid=LSTMOBGMXSWJHRVUWFESKZGEW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_60&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGMXSWJHRVUWFE.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
POCO M6 Pro 5G,4.3,8 , 256 ,17.25 cm,50MP,8MP,5000,Snapdragon,"12,999",https://www.flipkart.com/poco-m6-pro-5g-forest-green-256-gb/p/itm5600e7d7f5ddc?pid=MOBGVGDQ5JZ9YX2G&lid=LSTMOBGVGDQ5JZ9YX2GMH9CUM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_61&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGVGDQ5JZ9YX2G.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
POCO X6 5G,4.3,8 , 256,16.94 cm,64MP,16MP,5100,7s,"21,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_62&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGWMGBGPMDMYQZ.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
REDMI Note 13 Pro 5G,4.3,8 , 128,16.94 cm,200MP,16MP,5100,7s,"25,999",https://www.flipkart.com/redmi-note-13-pro-5g-coral-purple-128-gb/p/itm810ee84cdaac6?pid=MOBGWFHFGWZVVYSK&lid=LSTMOBGWFHFGWZVVYSKYJV811&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_3_63&otracker=search&otracker1=search&iid=b39036a1-451b-4bda-810d-786782216eec.MOBGWFHFGWZVVYSK.SEARCH&ssid=aalgb7skqo0000001707474746159&qH=28388ea49f54c5b8
